"film","labelFilm","director","labelDirector","starring","labelStarring"
"http://id.dbpedia.org/resource/Pengkhianatan_G_30_S/PKI","Pengkhianatan G 30 S/PKI","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Umar_Kayam","Umar Kayam"
"http://id.dbpedia.org/resource/Pengkhianatan_G_30_S/PKI","Pengkhianatan G 30 S/PKI","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Ade_Irawan","Ade Irawan"
"http://id.dbpedia.org/resource/Pengkhianatan_G_30_S/PKI","Pengkhianatan G 30 S/PKI","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Amoroso_Katamsi","Amoroso Katamsi"
"http://id.dbpedia.org/resource/Pengkhianatan_G_30_S/PKI","Pengkhianatan G 30 S/PKI","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Wawan_Wanisar","Wawan Wanisar"
"http://id.dbpedia.org/resource/Pengkhianatan_G_30_S/PKI","Pengkhianatan G 30 S/PKI","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Sofia_WD","Sofia WD"
"http://id.dbpedia.org/resource/Taksi_(film)","Taksi (film)","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Rano_Karno","Rano Karno"
"http://id.dbpedia.org/resource/Taksi_(film)","Taksi (film)","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Meriam_Bellina","Meriam Bellina"
"http://id.dbpedia.org/resource/Taksi_(film)","Taksi (film)","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Henky_Solaiman","Henky Solaiman"
"http://id.dbpedia.org/resource/Taksi_(film)","Taksi (film)","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Firda_Razak","Firda Razak"
"http://id.dbpedia.org/resource/Taksi_(film)","Taksi (film)","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Nani_Wijaya","Nani Wijaya"
"http://id.dbpedia.org/resource/Taksi_(film)","Taksi (film)","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Remy_Silado","Remy Silado"
"http://id.dbpedia.org/resource/Serangan_Fajar","Serangan Fajar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Amoroso_Katamsi","Amoroso Katamsi"
"http://id.dbpedia.org/resource/Bibir_Mer","Bibir Mer","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Jajang_C._Noer","Jajang C. Noer"
"http://id.dbpedia.org/resource/Bibir_Mer","Bibir Mer","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Fadly","Fadly"
"http://id.dbpedia.org/resource/Bibir_Mer","Bibir Mer","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Tio_Pakusadewo","Tio Pakusadewo"
"http://id.dbpedia.org/resource/Bibir_Mer","Bibir Mer","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Bella_Esperance_Lee","Bella Esperance Lee"
"http://id.dbpedia.org/resource/Harmonikaku","Harmonikaku","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Fachrul_Rozi","Fachrul Rozi"
"http://id.dbpedia.org/resource/Harmonikaku","Harmonikaku","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Nani_Wijaya","Nani Wijaya"
"http://id.dbpedia.org/resource/Harmonikaku","Harmonikaku","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/W.D_Mochtar","W.D Mochtar"
"http://id.dbpedia.org/resource/Yuyun_Pasien_Rumah_Sakit_Jiwa","Yuyun Pasien Rumah Sakit Jiwa","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Dorman_Borisman","Dorman Borisman"
"http://id.dbpedia.org/resource/Yuyun_Pasien_Rumah_Sakit_Jiwa","Yuyun Pasien Rumah Sakit Jiwa","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Sofia_WD","Sofia WD"
"http://id.dbpedia.org/resource/Yuyun_Pasien_Rumah_Sakit_Jiwa","Yuyun Pasien Rumah Sakit Jiwa","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/W.D_Mochtar","W.D Mochtar"
"http://id.dbpedia.org/resource/Yuyun_Pasien_Rumah_Sakit_Jiwa","Yuyun Pasien Rumah Sakit Jiwa","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Ida_kusumah","Ida kusumah"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Broery_Marantika","Broery Marantika"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Broery_Marantika","Broery Marantika"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Broery_Marantika","Broery Marantika"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Broery_Marantika","Broery Marantika"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Rano_Karno","Rano Karno"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Yenny_Rachman","Yenny Rachman"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Ruth_Pelupessy","Ruth Pelupessy"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Rina_Hasyim","Rina Hasyim"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Rachmat_Hidayat","Rachmat Hidayat"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Enteng_Tanamal","Enteng Tanamal"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Pitrajaya_Burnama","Pitrajaya Burnama"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Didu","Didu"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Dian_Anggrianie","Dian Anggrianie"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Jean_Pattikawa","Jean Pattikawa"
"http://id.dbpedia.org/resource/Jangan_Biarkan_Mereka_Lapar","Jangan Biarkan Mereka Lapar","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Sukarno_M._Noor","Sukarno M. Noor"
"http://id.dbpedia.org/resource/Rio_Anakku","Rio Anakku","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Dicky_Zulkarnaen","Dicky Zulkarnaen"
"http://id.dbpedia.org/resource/Rio_Anakku","Rio Anakku","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Rano_Karno","Rano Karno"
"http://id.dbpedia.org/resource/Rio_Anakku","Rio Anakku","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Titiek_Puspa","Titiek Puspa"
"http://id.dbpedia.org/resource/Rio_Anakku","Rio Anakku","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Lenny_Marlina","Lenny Marlina"
"http://id.dbpedia.org/resource/Rio_Anakku","Rio Anakku","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Kusno_Sudjarwadi","Kusno Sudjarwadi"
"http://id.dbpedia.org/resource/Rio_Anakku","Rio Anakku","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Alam_Surawidjaja","Alam Surawidjaja"
"http://id.dbpedia.org/resource/Suci_Sang_Primadona","Suci Sang Primadona","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Rano_Karno","Rano Karno"
"http://id.dbpedia.org/resource/Suci_Sang_Primadona","Suci Sang Primadona","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Srimulat","Srimulat"
"http://id.dbpedia.org/resource/Suci_Sang_Primadona","Suci Sang Primadona","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Joice_Erna","Joice Erna"
"http://id.dbpedia.org/resource/Suci_Sang_Primadona","Suci Sang Primadona","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Dorman_Borisman","Dorman Borisman"
"http://id.dbpedia.org/resource/Suci_Sang_Primadona","Suci Sang Primadona","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Alam_Surawidjaja","Alam Surawidjaja"
"http://id.dbpedia.org/resource/Suci_Sang_Primadona","Suci Sang Primadona","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Menzano","Menzano"
"http://id.dbpedia.org/resource/Suci_Sang_Primadona","Suci Sang Primadona","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Sukarno_M._Noor","Sukarno M. Noor"
"http://id.dbpedia.org/resource/Biarkan_Bulan_Itu","Biarkan Bulan Itu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/El_Manik","El Manik"
"http://id.dbpedia.org/resource/Biarkan_Bulan_Itu","Biarkan Bulan Itu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/HIM_Damsyik","HIM Damsyik"
"http://id.dbpedia.org/resource/Biarkan_Bulan_Itu","Biarkan Bulan Itu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Rima_Melati","Rima Melati"
"http://id.dbpedia.org/resource/Biarkan_Bulan_Itu","Biarkan Bulan Itu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Marissa_Haque","Marissa Haque"
"http://id.dbpedia.org/resource/Biarkan_Bulan_Itu","Biarkan Bulan Itu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Aminah_Cendrakasih","Aminah Cendrakasih"
"http://id.dbpedia.org/resource/Biarkan_Bulan_Itu","Biarkan Bulan Itu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Ikang_Fawzi","Ikang Fawzi"
"http://id.dbpedia.org/resource/Biarkan_Bulan_Itu","Biarkan Bulan Itu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Ratno_Timoer","Ratno Timoer"
"http://id.dbpedia.org/resource/Sanrego","Sanrego","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Rachmat_Hidayat","Rachmat Hidayat"
"http://id.dbpedia.org/resource/Sanrego","Sanrego","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Farida_Arriany","Farida Arriany"
"http://id.dbpedia.org/resource/Sanrego","Sanrego","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Godfried_Sancho","Godfried Sancho"
"http://id.dbpedia.org/resource/Sanrego","Sanrego","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Aspar_Paturusi","Aspar Paturusi"
"http://id.dbpedia.org/resource/Sanrego","Sanrego","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Hadisjam_Tahax","Hadisjam Tahax"
"http://id.dbpedia.org/resource/Sanrego","Sanrego","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Rachman_Arge","Rachman Arge"
"http://id.dbpedia.org/resource/Sanrego","Sanrego","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/W.D._Mochtar","W.D. Mochtar"
"http://id.dbpedia.org/resource/Romi_dan_Juli","Romi dan Juli","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Dicky_Zulkarnaen","Dicky Zulkarnaen"
"http://id.dbpedia.org/resource/Romi_dan_Juli","Romi dan Juli","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Rano_Karno","Rano Karno"
"http://id.dbpedia.org/resource/Romi_dan_Juli","Romi dan Juli","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Sophan_Sophiaan","Sophan Sophiaan"
"http://id.dbpedia.org/resource/Romi_dan_Juli","Romi dan Juli","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Widyawati","Widyawati"
"http://id.dbpedia.org/resource/Romi_dan_Juli","Romi dan Juli","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Ami_Prijono","Ami Prijono"
"http://id.dbpedia.org/resource/Romi_dan_Juli","Romi dan Juli","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Yessy_Gusman","Yessy Gusman"
"http://id.dbpedia.org/resource/Romi_dan_Juli","Romi dan Juli","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Mila_Karmila","Mila Karmila"
"http://id.dbpedia.org/resource/Romi_dan_Juli","Romi dan Juli","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Sukarno_M._Noor","Sukarno M. Noor"
"http://id.dbpedia.org/resource/Sejuta_Duka_Ibu","Sejuta Duka Ibu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Marini","Marini"
"http://id.dbpedia.org/resource/Sejuta_Duka_Ibu","Sejuta Duka Ibu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Doris_Callebaute","Doris Callebaute"
"http://id.dbpedia.org/resource/Sejuta_Duka_Ibu","Sejuta Duka Ibu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Rudy_Salam","Rudy Salam"
"http://id.dbpedia.org/resource/Sejuta_Duka_Ibu","Sejuta Duka Ibu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Deddy_Sutomo","Deddy Sutomo"
"http://id.dbpedia.org/resource/Sejuta_Duka_Ibu","Sejuta Duka Ibu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Aedy_Moward","Aedy Moward"
"http://id.dbpedia.org/resource/Sejuta_Duka_Ibu","Sejuta Duka Ibu","http://id.dbpedia.org/resource/Arifin_C._Noer","Arifin C. Noer","http://id.dbpedia.org/resource/Fachrul_Rozy","Fachrul Rozy"
"http://id.dbpedia.org/resource/Gita_Cinta_dari_SMA","Gita Cinta dari SMA","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Rano_Karno","Rano Karno"
"http://id.dbpedia.org/resource/Gita_Cinta_dari_SMA","Gita Cinta dari SMA","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Ade_Irawan","Ade Irawan"
"http://id.dbpedia.org/resource/Gita_Cinta_dari_SMA","Gita Cinta dari SMA","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Yati_Surachman","Yati Surachman"
"http://id.dbpedia.org/resource/Gita_Cinta_dari_SMA","Gita Cinta dari SMA","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Pong_Hardjatmo","Pong Hardjatmo"
"http://id.dbpedia.org/resource/Gita_Cinta_dari_SMA","Gita Cinta dari SMA","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Doddy_Sukma","Doddy Sukma"
"http://id.dbpedia.org/resource/Gita_Cinta_dari_SMA","Gita Cinta dari SMA","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Sherly_Malinton","Sherly Malinton"
"http://id.dbpedia.org/resource/Gita_Cinta_dari_SMA","Gita Cinta dari SMA","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Yessi_Gusman","Yessi Gusman"
"http://id.dbpedia.org/resource/Gita_Cinta_dari_SMA","Gita Cinta dari SMA","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Arie_Kusmiran","Arie Kusmiran"
"http://id.dbpedia.org/resource/Gita_Cinta_dari_SMA","Gita Cinta dari SMA","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Rizal_Nurdin","Rizal Nurdin"
"http://id.dbpedia.org/resource/Gantian_Dong","Gantian Dong","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Advent_Bangun","Advent Bangun"
"http://id.dbpedia.org/resource/Gantian_Dong","Gantian Dong","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Ira_Wibowo","Ira Wibowo"
"http://id.dbpedia.org/resource/Gantian_Dong","Gantian Dong","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Leily_Sagita","Leily Sagita"
"http://id.dbpedia.org/resource/Gantian_Dong","Gantian Dong","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Wieke_Widowati","Wieke Widowati"
"http://id.dbpedia.org/resource/Gantian_Dong","Gantian Dong","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Warkop_DKI","Warkop DKI"
"http://id.dbpedia.org/resource/Gantian_Dong","Gantian Dong","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Lia_Warokka","Lia Warokka"
"http://id.dbpedia.org/resource/Gantian_Dong","Gantian Dong","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Chintami_Atmanegara","Chintami Atmanegara"
"http://id.dbpedia.org/resource/Pencuri_Cinta","Pencuri Cinta","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Ira_Wibowo","Ira Wibowo"
"http://id.dbpedia.org/resource/Pencuri_Cinta","Pencuri Cinta","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Aminah_Cendrakasih","Aminah Cendrakasih"
"http://id.dbpedia.org/resource/Pencuri_Cinta","Pencuri Cinta","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Rico_Tampatty","Rico Tampatty"
"http://id.dbpedia.org/resource/Pencuri_Cinta","Pencuri Cinta","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Doddy_Sukma","Doddy Sukma"
"http://id.dbpedia.org/resource/Pencuri_Cinta","Pencuri Cinta","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Urip_Arphan","Urip Arphan"
"http://id.dbpedia.org/resource/Pencuri_Cinta","Pencuri Cinta","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Nani_Widjaya","Nani Widjaya"
"http://id.dbpedia.org/resource/Salah_Pencet","Salah Pencet","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/HIM_Damsyik","HIM Damsyik"
"http://id.dbpedia.org/resource/Salah_Pencet","Salah Pencet","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Diah_Permatasari","Diah Permatasari"
"http://id.dbpedia.org/resource/Salah_Pencet","Salah Pencet","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Kiki_Fatmala","Kiki Fatmala"
"http://id.dbpedia.org/resource/Salah_Pencet","Salah Pencet","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Inneke_Koesherawati","Inneke Koesherawati"
"http://id.dbpedia.org/resource/Salah_Pencet","Salah Pencet","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Doyok","Doyok"
"http://id.dbpedia.org/resource/Salah_Pencet","Salah Pencet","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Kadir","Kadir"
"http://id.dbpedia.org/resource/Salah_Pencet","Salah Pencet","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Tarida_Gloria","Tarida Gloria"
"http://id.dbpedia.org/resource/Itu_Bisa_Diatur","Itu Bisa Diatur","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Ira_Wibowo","Ira Wibowo"
"http://id.dbpedia.org/resource/Itu_Bisa_Diatur","Itu Bisa Diatur","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Aminah_Cendrakasih","Aminah Cendrakasih"
"http://id.dbpedia.org/resource/Itu_Bisa_Diatur","Itu Bisa Diatur","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Pong_Hardjatmo","Pong Hardjatmo"
"http://id.dbpedia.org/resource/Itu_Bisa_Diatur","Itu Bisa Diatur","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Abdi_Wiyono","Abdi Wiyono"
"http://id.dbpedia.org/resource/Itu_Bisa_Diatur","Itu Bisa Diatur","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Warkop_DKI","Warkop DKI"
"http://id.dbpedia.org/resource/Itu_Bisa_Diatur","Itu Bisa Diatur","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Lia_Warokka","Lia Warokka"
"http://id.dbpedia.org/resource/Itu_Bisa_Diatur","Itu Bisa Diatur","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Indro","Indro"
"http://id.dbpedia.org/resource/Itu_Bisa_Diatur","Itu Bisa Diatur","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Kasino_Hadiwibowo","Kasino Hadiwibowo"
"http://id.dbpedia.org/resource/Dongkrak_Antik","Dongkrak Antik","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Meriam_Bellina","Meriam Bellina"
"http://id.dbpedia.org/resource/Dongkrak_Antik","Dongkrak Antik","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Mat_Solar","Mat Solar"
"http://id.dbpedia.org/resource/Dongkrak_Antik","Dongkrak Antik","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Pietrajaya_Burnama","Pietrajaya Burnama"
"http://id.dbpedia.org/resource/Dongkrak_Antik","Dongkrak Antik","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Warkop_DKI","Warkop DKI"
"http://id.dbpedia.org/resource/Cowok_Komersil","Cowok Komersil","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Yati_Octavia","Yati Octavia"
"http://id.dbpedia.org/resource/Cowok_Komersil","Cowok Komersil","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Debby_Cynthia_Dewi","Debby Cynthia Dewi"
"http://id.dbpedia.org/resource/Cowok_Komersil","Cowok Komersil","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Ade_Irawan","Ade Irawan"
"http://id.dbpedia.org/resource/Cowok_Komersil","Cowok Komersil","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Robby_Sugara","Robby Sugara"
"http://id.dbpedia.org/resource/Cowok_Komersil","Cowok Komersil","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Doris_Callebaute","Doris Callebaute"
"http://id.dbpedia.org/resource/Cowok_Komersil","Cowok Komersil","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Alicia_Djohar","Alicia Djohar"
"http://id.dbpedia.org/resource/Cowok_Komersil","Cowok Komersil","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Rachmat_Kartolo","Rachmat Kartolo"
"http://id.dbpedia.org/resource/Cowok_Komersil","Cowok Komersil","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Marina_Gardena","Marina Gardena"
"http://id.dbpedia.org/resource/Cowok_Komersil","Cowok Komersil","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Bambang_Irawan","Bambang Irawan"
"http://id.dbpedia.org/resource/Masuk_Kena_Keluar_Kena","Masuk Kena Keluar Kena","http://id.dbpedia.org/resource/Arizal","Arizal","http://id.dbpedia.org/resource/Kasino","Kasino"
